"driver_id","constructor_id","round","grid","position","status","pos_gained","round_points","accumulated_points","PI","PI_adj"
"brendon_hartley","toro_rosso",2,"11","17","+1 Lap",-6,2.9553476624922,6.80034992334685,1.8618799959042,1.88124157135652
"raikkonen","ferrari",2,"2","18","Wheel",-16,2.59098302193428,21.2386596244771,5.81497069126855,7.72043403600805
"max_verstappen","red_bull",2,"15","19","Puncture",-4,2.27154087661232,14.8374147559609,4.06236238376706,5.40874998014896
"ricciardo","red_bull",2,"4","20","Electrical",-16,1.99148273471456,18.3400883789539,5.02136567394222,6.27599566495013
"ricciardo","red_bull",3,"6","1","Finished",5,24.2612263885053,42.6013147674593,7.77592689188299,7.74592826734434
"bottas","mercedes",3,"3","2","Finished",1,21.2700612052228,52.198511008701,9.52768260051088,9.51576884161974
"raikkonen","ferrari",3,"2","3","Finished",-1,18.6476766025428,39.8863362270199,7.28036766422241,7.28916899165812
"hamilton","mercedes",3,"4","4","Finished",0,16.3486056442394,56.266343452005,10.2701753583101,10.2917019993827
"max_verstappen","red_bull",3,"5","5","Finished",0,14.3329870099961,29.170401765957,5.32441106048203,5.32609783887537
"hulkenberg","renault",3,"7","6","Finished",1,12.5658738793486,36.1483757819816,6.59808573691507,6.59470808446769
"alonso","mclaren",3,"13","7","Finished",6,11.0166280232844,36.366243056565,6.63785258468824,6.64175946553559
"vettel","ferrari",3,"1","8","Finished",-7,9.65838859825537,58.180841375266,10.6196245705515,10.6775914787219
"sainz","renault",3,"9","9","Finished",0,8.46760643254417,22.3996182781528,4.08855442813813,4.08356405270039
"kevin_magnussen","haas",3,"11","10","Finished",1,7.42363573043798,24.7119704029263,4.51062311706657,4.51394153506042
"ocon","force_india",3,"12","11","Finished",1,6.5083761151706,19.6379706499779,3.58447679168375,3.58680427238419
"perez","force_india",3,"8","12","Finished",-4,5.70595880436931,15.5852870764081,2.84474912468495,2.84443270780936
"vandoorne","mclaren",3,"14","13","Finished",1,5.00247147691252,23.1284665077121,4.2215895370137,4.23503173428081
"stroll","williams",3,"18","14","Finished",4,4.3857170609365,13.1571511828095,2.40154667200851,2.40217402174008
"sirotkin","williams",3,"16","15","Finished",1,3.84500226085464,9.68148725642385,1.7671411673931,1.76404410592619
"ericsson","sauber",3,"20","16","Finished",4,3.37095215686815,14.1100994660246,2.57548628449404,2.58193532712287
"grosjean","haas",3,"10","17","Finished",-7,2.9553476624922,11.3287712962729,2.06781640086772,2.07220349363208
"gasly","toro_rosso",3,"17","18","Finished",-1,2.59098302193428,21.5305716881079,3.92992921230346,3.95377357910519
"leclerc","sauber",3,"19","19","Finished",0,2.27154087661232,12.9799711578942,2.36920638091739,2.37940352517071
"brendon_hartley","toro_rosso",3,"15","20","Collision damage",-5,1.99148273471456,8.7918326580614,1.60475441586546,1.63240313141457
"hamilton","mercedes",4,"2","1","Finished",1,24.2612263885053,80.5275698405103,11.0238938506737,11.0092500136479
"raikkonen","ferrari",4,"6","2","Finished",4,21.2700612052228,61.1563974322427,8.3720598413427,8.35040202434901
"perez","force_india",4,"8","3","Finished",5,18.6476766025428,34.2329636789509,4.68635224604625,4.64951385528151
"vettel","ferrari",4,"1","4","Finished",-3,16.3486056442394,74.5294470195054,10.2027754509378,10.2122717714934
"sainz","renault",4,"9","5","Finished",4,14.3329870099961,36.7326052881489,5.02854292458159,5.00964334714396
"leclerc","sauber",4,"13","6","Finished",7,12.5658738793486,25.5458450372427,3.49712135327165,3.47476699670963
"alonso","mclaren",4,"12","7","Finished",5,11.0166280232844,47.3828710798494,6.48652060603527,6.48962538322528
"stroll","williams",4,"10","8","Finished",2,9.65838859825537,22.8155397810649,3.12335376803776,3.10893017311181
"vandoorne","mclaren",4,"16","9","Finished",7,8.46760643254417,31.5960729402562,4.32537272491123,4.32356590509862
"brendon_hartley","toro_rosso",4,"19","10","Finished",9,7.42363573043798,16.2154683884994,2.21983107906785,2.20808252011478
"ericsson","sauber",4,"18","11","Finished",7,6.5083761151706,20.6184755811952,2.82258469515442,2.81777170779379
"gasly","toro_rosso",4,"17","12","Finished",5,5.70595880436931,27.2365304924772,3.72856925403777,3.73307334053912
"kevin_magnussen","haas",4,"15","13","Finished",2,5.00247147691252,29.7144418798388,4.06778515437788,4.07670828199153
"bottas","mercedes",4,"3","14","Puncture",-11,4.3857170609365,56.5842280696375,7.74614861838529,7.92311064070873
"grosjean","haas",4,"20","15","Accident",5,3.84500226085464,15.1737735571275,2.0772273314497,2.07672494766794
"max_verstappen","red_bull",4,"5","16","Collision",-11,3.37095215686815,32.5413539228252,4.45477781228118,4.5419098149406
"ricciardo","red_bull",4,"4","17","Collision",-13,2.9553476624922,45.5566624299515,6.23652013606543,6.38746094919332
"hulkenberg","renault",4,"14","18","Accident",-4,2.59098302193428,38.7393588039158,5.30325924578804,5.43240412965601
"ocon","force_india",4,"7","19","Collision",-12,2.27154087661232,21.9095115265902,2.99932221806274,3.05807042349489
"sirotkin","williams",4,"11","20","Collision",-9,1.99148273471456,11.6729699911384,1.59798168949182,1.61458793113525
"hamilton","mercedes",5,"1","1","Finished",0,24.2612263885053,104.788796229016,11.4761249460918,11.466787447443
"bottas","mercedes",5,"2","2","Finished",0,21.2700612052228,77.8542892748604,8.52634616924894,8.51428145867814
"max_verstappen","red_bull",5,"5","3","Finished",2,18.6476766025428,51.189030525368,5.60605457185097,5.58477167671276
"vettel","ferrari",5,"3","4","Finished",-1,16.3486056442394,90.8780526637448,9.9526659791695,9.95785809501598
"ricciardo","red_bull",5,"6","5","Finished",1,14.3329870099961,59.8896494399476,6.55891779163474,6.55548865478591
"kevin_magnussen","haas",5,"7","6","+1 Lap",1,12.5658738793486,42.2803157591874,4.63040137756919,4.61932751565763
"sainz","renault",5,"9","7","+1 Lap",2,11.0166280232844,47.7492333114333,5.22933927368055,5.22494535514981
"alonso","mclaren",5,"8","8","+1 Lap",0,9.65838859825537,57.0412596781047,6.24697149605332,6.25182457379676
"perez","force_india",5,"15","9","+2 Laps",6,8.46760643254417,42.700570111495,4.67642625455776,4.67588800657223
"leclerc","sauber",5,"14","10","+2 Laps",4,7.42363573043798,32.9694807676807,3.61070929635232,3.60799045035947
"stroll","williams",5,"18","11","+2 Laps",7,6.5083761151706,29.3239158962355,3.21145899985732,3.20940842332241
"brendon_hartley","toro_rosso",5,"20","12","+2 Laps",8,5.70595880436931,21.9214271928687,2.40076273910242,2.39690913472266
"ericsson","sauber",5,"17","13","+2 Laps",4,5.00247147691252,25.6209470581078,2.8059220093859,2.80615900335405
"sirotkin","williams",5,"19","14","+3 Laps",5,4.3857170609365,16.0586870520749,1.75869468599515,1.74428401050916
"vandoorne","mclaren",5,"11","15","Gearbox",-4,3.84500226085464,35.4410752011109,3.88139020456811,3.92560777462116
"ocon","force_india",5,"13","16","Oil leak",-3,3.37095215686815,25.2804636834584,2.76863338798592,2.79757709153681
"raikkonen","ferrari",5,"4","17","Turbo",-13,2.9553476624922,64.1117450947349,7.02130784679671,7.15421726455194
"grosjean","haas",5,"10","18","Collision",-8,2.59098302193428,17.7647565790618,1.94553781964115,1.95865653244383
"gasly","toro_rosso",5,"12","19","Collision",-7,2.27154087661232,29.5080713690896,3.23162710267016,3.28177172645705
"hulkenberg","renault",5,"16","20","Collision",-4,1.99148273471456,40.7308415386304,4.46070804778803,4.55787765597483
"ricciardo","red_bull",6,"1","1","Finished",0,24.2612263885053,84.1508758284529,7.67993971432304,7.65745069313229
"vettel","ferrari",6,"2","2","Finished",0,21.2700612052228,112.148113868968,10.2350777114252,10.229533319097
"hamilton","mercedes",6,"3","3","Finished",0,18.6476766025428,123.436472831558,11.2652977234316,11.2693275179118
"raikkonen","ferrari",6,"4","4","Finished",0,16.3486056442394,80.4603507389743,7.34312788768,7.33934967521744
"bottas","mercedes",6,"5","5","Finished",0,14.3329870099961,92.1872762848565,8.41337321002611,8.41539137499915
"ocon","force_india",6,"6","6","Finished",0,12.5658738793486,37.8463375628069,3.454005535044,3.44087696617386
"gasly","toro_rosso",6,"10","7","Finished",3,11.0166280232844,40.524699392374,3.69844336390453,3.69010993115558
"hulkenberg","renault",6,"11","8","Finished",3,9.65838859825537,50.3892301368858,4.59871921584428,4.59790238464689
"max_verstappen","red_bull",6,"20","9","Finished",11,8.46760643254417,59.6566369579122,5.44449919130977,5.44730464101783
"sainz","renault",6,"8","10","Finished",-2,7.42363573043798,55.1728690418713,5.03529290617962,5.03908595515903
"ericsson","sauber",6,"16","11","Finished",5,6.5083761151706,32.1293231732784,2.93224832901084,2.92972654249771
"perez","force_india",6,"9","12","Finished",-3,5.70595880436931,48.4065289158643,4.41777010867158,4.42293246662959
"kevin_magnussen","haas",6,"19","13","Finished",6,5.00247147691252,47.2827872360999,4.31521302569295,4.32129531549225
"vandoorne","mclaren",6,"12","14","+1 Lap",-2,4.3857170609365,39.8267922620474,3.63474961580818,3.64056677898444
"grosjean","haas",6,"18","15","+1 Lap",3,3.84500226085464,21.6097588399164,1.97219153690024,1.97192083681111
"sirotkin","williams",6,"13","16","+1 Lap",-3,3.37095215686815,19.4296392089431,1.77322524960906,1.77264642482707
"stroll","williams",6,"17","17","+2 Laps",0,2.9553476624922,32.2792635587277,2.94593247798323,2.95120199689001
"leclerc","sauber",6,"14","18","Collision",-4,2.59098302193428,35.560463789615,3.24538770902809,3.28164798316123
"brendon_hartley","toro_rosso",6,"15","19","Collision",-4,2.27154087661232,24.192968069481,2.20794536545196,2.22684174237903
"alonso","mclaren",6,"7","20","Gearbox",-13,1.99148273471456,59.0327424128193,5.38756012267576,5.47398656778786
"vettel","ferrari",7,"1","1","Finished",0,24.2612263885053,136.409340257473,10.6707879423308,10.6619628498661
"bottas","mercedes",7,"2","2","Finished",0,21.2700612052228,113.457337490079,8.87533937612289,8.86614041610042
"max_verstappen","red_bull",7,"3","3","Finished",0,18.6476766025428,78.304313560455,6.12545096542697,6.11188803893879
"ricciardo","red_bull",7,"6","4","Finished",2,16.3486056442394,100.499481472692,7.8616951968621,7.8576103067875
"hamilton","mercedes",7,"4","5","Finished",-1,14.3329870099961,137.769459841555,10.7771849649288,10.7870278159884
"raikkonen","ferrari",7,"5","6","Finished",-1,12.5658738793486,93.0262246183229,7.27709051377349,7.27833569700237
"hulkenberg","renault",7,"7","7","+1 Lap",0,11.0166280232844,61.4058581601702,4.80354856644886,4.79943564281283
"sainz","renault",7,"9","8","+1 Lap",1,9.65838859825537,64.8312576401267,5.07150464188618,5.07085626815164
"ocon","force_india",7,"8","9","+1 Lap",-1,8.46760643254417,46.3139439953511,3.62296507126683,3.61932330916497
"leclerc","sauber",7,"13","10","+1 Lap",3,7.42363573043798,42.984099520053,3.36248390326337,3.36086718486133
"gasly","toro_rosso",7,"16","11","+1 Lap",5,6.5083761151706,47.0330755075446,3.67922001579467,3.67943781410189
"grosjean","haas",7,"20","12","+1 Lap",8,5.70595880436931,27.3157176442858,2.13680551437744,2.13350782082612
"kevin_magnussen","haas",7,"11","13","+1 Lap",-2,5.00247147691252,52.2852587130125,4.0900784886385,4.09470282517558
"perez","force_india",7,"10","14","+1 Lap",-4,4.3857170609365,52.7922459768009,4.12973818914828,4.13560207469791
"ericsson","sauber",7,"19","15","+2 Laps",4,3.84500226085464,35.974325434133,2.8141357281801,2.81644754446645
"vandoorne","mclaren",7,"15","16","+2 Laps",-1,3.37095215686815,43.1977444189155,3.37919653750396,3.38442394233356
"sirotkin","williams",7,"18","17","+2 Laps",1,2.9553476624922,22.3849868714353,1.75109305232388,1.75152411977394
"alonso","mclaren",7,"14","18","Exhaust",-4,2.59098302193428,61.6237254347536,4.82059150120879,4.8859310078667
"brendon_hartley","toro_rosso",7,"12","19","Collision",-7,2.27154087661232,26.4645089460933,2.07021866998736,2.08588097722652
"stroll","williams",7,"17","20","Collision",-3,1.99148273471456,34.2707462934422,2.68087116052676,2.70790424416309
"hamilton","mercedes",8,"1","1","Finished",0,24.2612263885053,162.03068623006,11.0906680102832,11.0845952063973
"max_verstappen","red_bull",8,"4","2","Finished",2,21.2700612052228,99.5743747656778,6.81566164133654,6.80158616928859
"raikkonen","ferrari",8,"6","3","Finished",3,18.6476766025428,111.673901220866,7.64384940081807,7.63653912674176
"ricciardo","red_bull",8,"5","4","Finished",1,16.3486056442394,116.848087116932,7.9980118087664,7.99520377872682
"vettel","ferrari",8,"3","5","Finished",-2,14.3329870099961,150.742327267469,10.3180030012784,10.3248821982502
"kevin_magnussen","haas",8,"9","6","Finished",3,12.5658738793486,64.851132592361,4.43892696135049,4.43204247862699
"bottas","mercedes",8,"2","7","Finished",-5,11.0166280232844,124.473965513364,8.51998753786708,8.52691059543174
"sainz","renault",8,"7","8","Finished",-1,9.65838859825537,74.489646238382,5.0986634436661,5.09810730015581
"hulkenberg","renault",8,"12","9","Finished",3,8.46760643254417,69.8734645927144,4.78269528171823,4.78303008894013
"leclerc","sauber",8,"8","10","Finished",-2,7.42363573043798,50.407735250491,3.45030604893982,3.44851727165825
"grosjean","haas",8,"10","11","+1 Lap",-1,6.5083761151706,33.8240937594564,2.31518981597221,2.31155617606929
"vandoorne","mclaren",8,"17","12","+1 Lap",5,5.70595880436931,48.9037032232848,3.34735814272105,3.3480994587133
"ericsson","sauber",8,"15","13","+1 Lap",2,5.00247147691252,40.9767969110455,2.80477767044656,2.80501106792696
"brendon_hartley","toro_rosso",8,"20","14","+1 Lap",6,4.3857170609365,30.8502260070298,2.11163467024,2.11111959637973
"sirotkin","williams",8,"18","15","+1 Lap",3,3.84500226085464,26.2299891322899,1.79538893618285,1.79451163985467
"alonso","mclaren",8,"16","16","Wheel",0,3.37095215686815,64.9946775916217,4.44875232201752,4.49247019060244
"stroll","williams",8,"19","17","Puncture",2,2.9553476624922,37.2260939559344,2.54804974903751,2.56403519855007
"perez","force_india",8,"13","18","Engine",-5,2.59098302193428,55.3832289987351,3.79086838705562,3.82534175581985
"ocon","force_india",8,"11","19","Collision",-8,2.27154087661232,48.5854848719634,3.32557674950844,3.35495140547409
"gasly","toro_rosso",8,"14","20","Collision",-6,1.99148273471456,49.0245582422591,3.35563042079384,3.38801116012464
"max_verstappen","red_bull",9,"4","1","Finished",3,24.2612263885053,123.835601154183,7.5344824953841,7.51982456886219
"raikkonen","ferrari",9,"3","2","Finished",1,21.2700612052228,132.943962426089,8.0886590643609,8.07961666560852
"vettel","ferrari",9,"6","3","Finished",3,18.6476766025428,169.390003870012,10.3061317355953,10.3065067448484
"grosjean","haas",9,"5","4","+1 Lap",1,16.3486056442394,50.1726994036957,3.05263851331935,3.03781686657435
"kevin_magnussen","haas",9,"8","5","+1 Lap",3,14.3329870099961,79.1841196023572,4.81776934496843,4.8100548076416
"ocon","force_india",9,"11","6","+1 Lap",5,12.5658738793486,61.151358751312,3.7206089184891,3.7132957682288
"perez","force_india",9,"16","7","+1 Lap",9,11.0166280232844,66.3998570220195,4.03994130739126,4.03564931635983
"alonso","mclaren",9,"13","8","+1 Lap",5,9.65838859825537,74.6530661898771,4.54208818136285,4.54109582154765
"leclerc","sauber",9,"18","9","+1 Lap",9,8.46760643254417,58.8753416830351,3.58213007556916,3.57945781949094
"ericsson","sauber",9,"20","10","+1 Lap",10,7.42363573043798,48.4004326414835,2.94480915913861,2.94201319731438
"gasly","toro_rosso",9,"12","11","+1 Lap",1,6.5083761151706,55.5329343574297,3.37876925483181,3.37895409293767
"sainz","renault",9,"9","12","+1 Lap",-3,5.70595880436931,80.1956050427513,4.87931076984105,4.88368670044735
"sirotkin","williams",9,"17","13","+2 Laps",4,5.00247147691252,31.2324606092024,1.90026475064162,1.89814968842588
"stroll","williams",9,"14","14","+2 Laps",0,4.3857170609365,41.611811016871,2.53177162936762,2.53241690075127
"vandoorne","mclaren",9,"15","15","Collision damage",0,3.84500226085464,52.7487054841395,3.20936947388489,3.22324247236773
"hamilton","mercedes",9,"2","16","Fuel pressure",-14,3.37095215686815,165.401638386928,10.0634691277716,10.1655817356342
"brendon_hartley","toro_rosso",9,"19","17","Hydraulics",2,2.9553476624922,33.805573669522,2.05681969228142,2.06224968269125
"ricciardo","red_bull",9,"7","18","Exhaust",-11,2.59098302193428,119.439070138866,7.26698602694868,7.33980780212649
"bottas","mercedes",9,"1","19","Hydraulics",-18,2.27154087661232,126.745506389976,7.7115287555707,7.79306693955681
"hulkenberg","renault",9,"10","20","Engine",-10,1.99148273471456,71.8649473274289,4.37245172328154,4.4135095598474
"vettel","ferrari",10,"2","1","Finished",1,24.2612263885053,193.651230258517,10.6040234948122,10.5980731598129
"hamilton","mercedes",10,"1","2","Finished",-1,21.2700612052228,186.671699592151,10.2218358522648,10.2207107699322
"raikkonen","ferrari",10,"3","3","Finished",0,18.6476766025428,151.591639028631,8.30090931893782,8.29648346587124
"bottas","mercedes",10,"4","4","Finished",0,16.3486056442394,143.094112034215,7.83559868922328,7.83474805422995
"ricciardo","red_bull",10,"6","5","Finished",1,14.3329870099961,133.772057148862,7.32513826564501,7.32543165637464
"hulkenberg","renault",10,"11","6","Finished",5,12.5658738793486,84.4308212067775,4.62329317798682,4.61909750562404
"ocon","force_india",10,"10","7","Finished",3,11.0166280232844,72.1679867745964,3.95180049364783,3.94703039913945
"alonso","mclaren",10,"13","8","Finished",5,9.65838859825537,84.3114547881325,4.61675686883912,4.61524364789329
"kevin_magnussen","haas",10,"7","9","Finished",-2,8.46760643254417,87.6517260349013,4.79966463933197,4.79987244269816
"perez","force_india",10,"12","10","Finished",2,7.42363573043798,73.8234927524575,4.04245328351963,4.04231720417644
"vandoorne","mclaren",10,"17","11","Finished",6,6.5083761151706,59.2570815993101,3.24482051920996,3.24438895827311
"stroll","williams",10,"19","12","Finished",7,5.70595880436931,47.3177698212403,2.59104340435493,2.58987087428286
"gasly","toro_rosso",10,"14","13","Finished",1,5.00247147691252,60.5354058343422,3.31481945597981,3.31610214871896
"sirotkin","williams",10,"18","14","Finished",4,4.3857170609365,35.6181776701389,1.95039294277831,1.94934807769126
"max_verstappen","red_bull",10,"5","15","Brakes",-10,3.84500226085464,127.680603415038,6.99158025816525,7.04440468923495
"grosjean","haas",10,"8","16","Collision",-8,3.37095215686815,53.5436515605639,2.93196246875527,2.94254790853718
"sainz","renault",10,"16","17","Collision",-1,2.9553476624922,83.1509527052435,4.55320967971822,4.58625738179113
"ericsson","sauber",10,"15","18","Accident",-3,2.59098302193428,50.9914156634178,2.79220622046545,2.80718691815034
"leclerc","sauber",10,"9","19","Tyre",-10,2.27154087661232,61.1468825596474,3.34830291773221,3.37141840790808
"brendon_hartley","toro_rosso",10,"0","20","Power Unit",-20,1.99148273471456,35.7970564042366,1.96018804863207,1.97039421203799
"hamilton","mercedes",11,"14","1","Finished",13,24.2612263885053,210.932925980656,10.500309804583,10.4947178238899
"bottas","mercedes",11,"2","2","Finished",0,21.2700612052228,164.364173239438,8.18210211499422,8.17515503377893
"raikkonen","ferrari",11,"3","3","Finished",0,18.6476766025428,170.239315631174,8.47456861813713,8.47100691509181
"max_verstappen","red_bull",11,"4","4","Finished",0,16.3486056442394,144.029209059277,7.16982097034082,7.1673126447187
"hulkenberg","renault",11,"7","5","Finished",2,14.3329870099961,98.7638082167736,4.91649456307093,4.91054662192199
"grosjean","haas",11,"6","6","Finished",0,12.5658738793486,66.1095254399124,3.29095372344429,3.28398560714615
"perez","force_india",11,"10","7","Finished",3,11.0166280232844,84.8401207757419,4.2233688641157,4.21974783091692
"ocon","force_india",11,"15","8","Finished",7,9.65838859825537,81.8263753728518,4.07334363569126,4.07081737096022
"ericsson","sauber",11,"13","9","Finished",4,8.46760643254417,59.459022095962,2.95988949938712,2.95683544776238
"brendon_hartley","toro_rosso",11,"17","10","Finished",7,7.42363573043798,43.2206921346746,2.15154014136325,2.14791722277674
"kevin_magnussen","haas",11,"5","11","Finished",-6,6.5083761151706,94.1601021500719,4.68732057458684,4.68957161194907
"sainz","renault",11,"8","12","Finished",-4,5.70595880436931,88.8569115096128,4.42332601603844,4.4265846433535
"vandoorne","mclaren",11,"19","13","Finished",6,5.00247147691252,64.2595530762226,3.19886149621922,3.19977204546029
"gasly","toro_rosso",11,"16","14","+1 Lap",2,4.3857170609365,64.9211228952788,3.23179465743696,3.2334808072626
"leclerc","sauber",11,"9","15","+1 Lap",-6,3.84500226085464,64.9918848205021,3.23531720913798,3.23803923311338
"alonso","mclaren",11,"11","16","Retired",-5,3.37095215686815,87.6824069450006,4.36485879600635,4.38989728119504
"stroll","williams",11,"18","17","Engine",1,2.9553476624922,50.2731174837325,2.50261217383291,2.51133804387791
"vettel","ferrari",11,"1","18","Accident",-17,2.59098302193428,196.242213280451,9.76900133822993,9.85190852038823
"sirotkin","williams",11,"12","19","Engine",-7,2.27154087661232,37.8897185467512,1.8861625386348,1.89248109254045
"ricciardo","red_bull",11,"20","20","Engine",0,1.99148273471456,135.763539883577,6.75835326474891,6.81506110391149
"hamilton","mercedes",12,"1","1","Finished",0,24.2612263885053,235.194152369162,10.7323714315148,10.7276183593623
"vettel","ferrari",12,"4","2","Finished",2,21.2700612052228,217.512274485674,9.92551259110273,9.92404050968844
"raikkonen","ferrari",12,"3","3","Finished",0,18.6476766025428,188.886992233717,8.61928470080321,8.61631914508898
"ricciardo","red_bull",12,"12","4","Finished",8,16.3486056442394,152.112145527816,6.94117616702788,6.93865386576555
"bottas","mercedes",12,"2","5","Finished",-3,14.3329870099961,178.697160249434,8.15430263990403,8.15471968778152
"gasly","toro_rosso",12,"6","6","Finished",0,12.5658738793486,77.4869967746273,3.53588395851175,3.52983589548677
"kevin_magnussen","haas",12,"9","7","+1 Lap",2,11.0166280232844,105.176730173356,4.79942091587764,4.79722392979907
"alonso","mclaren",12,"11","8","+1 Lap",3,9.65838859825537,97.340795543256,4.44185181768294,4.44081272695319
"sainz","renault",12,"5","9","+1 Lap",-4,8.46760643254417,97.324517942157,4.44110903875222,4.44081855084425
"grosjean","haas",12,"10","10","+1 Lap",0,7.42363573043798,73.5331611703504,3.35546266888018,3.3540331276455
"brendon_hartley","toro_rosso",12,"8","11","+1 Lap",-3,6.5083761151706,49.7290682498452,2.26923512351094,2.26680876549626
"hulkenberg","renault",12,"13","12","+1 Lap",1,5.70595880436931,104.469767021143,4.76716079775174,4.77002851423515
"ocon","force_india",12,"18","13","+1 Lap",5,5.00247147691252,86.8288468497643,3.96217093824297,3.96434386689731
"perez","force_india",12,"19","14","+1 Lap",5,4.3857170609365,89.2258378366784,4.07155034810677,4.07451429776297
"ericsson","sauber",12,"14","15","+2 Laps",-1,3.84500226085464,63.3040243568166,2.88868705137116,2.89005001929898
"sirotkin","williams",12,"20","16","+2 Laps",4,3.37095215686815,41.2606707036194,1.88280549938845,1.88299901125149
"stroll","williams",12,"15","17","+2 Laps",-2,2.9553476624922,53.2284651462247,2.42891948173123,2.43056785297417
"vandoorne","mclaren",12,"16","18","Gearbox",-2,2.59098302193428,66.8505360981569,3.05052135256819,3.0654464218574
"max_verstappen","red_bull",12,"7","19","Power loss",-12,2.27154087661232,146.300749935889,6.67599076424572,6.72512295229302
"leclerc","sauber",12,"17","20","Suspension",-3,1.99148273471456,66.9833675552166,3.05658271302548,3.07472836503427
"vettel","ferrari",13,"2","1","Finished",1,24.2612263885053,241.77350087418,10.1839384939229,10.1787405342382
"hamilton","mercedes",13,"1","2","Finished",-1,21.2700612052228,256.464213574384,10.8027379654524,10.8012355733306
"max_verstappen","red_bull",13,"7","3","Finished",4,18.6476766025428,164.948426538432,6.94792698315991,6.94347090254257
"bottas","mercedes",13,"19","4","Finished",15,16.3486056442394,195.045765893674,8.21568152084191,8.2144622841807
"perez","force_india",13,"4","5","Finished",-1,14.3329870099961,103.558824846675,4.36208558393794,4.35633415821444
