"driver_id","constructor_id","round","grid","position","status","pos_gained","round_points","accumulated_points","PI","PI_adj"
"max_verstappen","red_bull",3,"5","4","Finished",1,16.3486056442394,51.3448878910215,9.37187259810769,9.38006194890967
"leclerc","ferrari",3,"4","5","Finished",-1,14.3329870099961,47.3136506225351,8.63605947931802,8.65093897934811
"gasly","red_bull",3,"6","6","Finished",0,12.5658738793486,28.7326385927746,5.24450708453184,5.22701137370667
"ricciardo","renault",3,"7","7","+1 Lap",0,11.0166280232844,15.879151921831,2.89838764656102,2.87065819708132
"perez","racing_point",3,"12","8","+1 Lap",4,9.65838859825537,22.0844958056059,4.03103579703744,4.01711945214969
"raikkonen","alfa",3,"13","9","+1 Lap",4,8.46760643254417,29.1426230540839,5.3193406716019,5.32394490568709
"albon","toro_rosso",3,"0","10","+1 Lap",-10,7.42363573043798,20.2769592239186,3.70111000976244,3.69669195874467
"grosjean","haas",3,"10","11","+1 Lap",-1,6.5083761151706,11.0908418718194,2.02438765177684,2.01181239884788
"stroll","racing_point",3,"16","12","+1 Lap",4,5.70595880436931,18.55928229785,3.38758611328433,3.38884652061095
"kevin_magnussen","haas",3,"9","13","+1 Lap",-4,5.00247147691252,22.5708168331736,4.11980293431933,4.13345808230343
"sainz","mclaren",3,"14","14","+1 Lap",0,4.3857170609365,8.64874067226338,1.5786361416654,1.57179310393025
"giovinazzi","alfa",3,"19","15","+1 Lap",4,3.84500226085464,14.1983806368799,2.59160005784229,2.59534443285968
"russell","williams",3,"17","16","+2 Laps",1,3.37095215686815,10.5869065745909,1.93240541951763,1.93262456535968
"kubica","williams",3,"18","17","+2 Laps",1,2.9553476624922,9.28164748185255,1.69415926830137,1.69465591782507
"norris","mclaren",3,"15","18","Collision",-3,2.59098302193428,20.8628157056522,3.80804514066069,3.92335740593626
"kvyat","toro_rosso",3,"11","19","Collision",-8,2.27154087661232,15.4011354114196,2.81113631503847,2.88552276287573
"hulkenberg","renault",3,"8","20","Power Unit",-12,1.99148273471456,15.9634584204912,2.91377593149237,3.02426158448186
"bottas","mercedes",4,"1","1","Finished",0,24.2612263885053,91.0625751874563,12.4660928502341,12.4608868436572
"hamilton","mercedes",4,"2","2","Finished",0,21.2700612052228,91.0625751874563,12.4660928502341,12.4715876128975
"vettel","ferrari",4,"3","3","Finished",0,18.6476766025428,67.9769458593211,9.30576493156717,9.29963280671255
"max_verstappen","red_bull",4,"4","4","Finished",0,16.3486056442394,67.6934935352609,9.26696147160488,9.26922348115098
"leclerc","ferrari",4,"8","5","Finished",3,14.3329870099961,61.6466376325312,8.43917171296651,8.44340705829414
"perez","racing_point",4,"5","6","Finished",-1,12.5658738793486,34.6503696849544,4.74349341536168,4.72896593609744
"sainz","mclaren",4,"9","7","Finished",2,11.0166280232844,19.6653686955478,2.69210827376814,2.66970197037139
"norris","mclaren",4,"7","8","Finished",-1,9.65838859825537,30.5212043039075,4.17822761952689,4.17313021525508
"stroll","racing_point",4,"13","9","Finished",4,8.46760643254417,27.0268887303942,3.6998701571142,3.69364968438414
"raikkonen","alfa",4,"0","10","+1 Lap",-10,7.42363573043798,36.5662587845219,5.00577077087018,5.01213425356652
"albon","toro_rosso",4,"11","11","+1 Lap",0,6.5083761151706,26.7853353390893,3.66680248910572,3.6674002784985
"giovinazzi","alfa",4,"17","12","+1 Lap",5,5.70595880436931,19.9043394412492,2.72482238819189,2.72223282908525
"kevin_magnussen","haas",4,"12","13","+1 Lap",-1,5.00247147691252,27.5732883100861,3.77467001731744,3.78184577861716
"hulkenberg","renault",4,"15","14","+1 Lap",1,4.3857170609365,20.3491754814277,2.7857186166214,2.79048947597861
"russell","williams",4,"16","15","+2 Laps",1,3.84500226085464,14.4319088354456,1.97566909543713,1.97480820483558
"kubica","williams",4,"0","16","+2 Laps",-16,3.37095215686815,12.6525996387207,1.73208896814568,1.73134030713927
"gasly","red_bull",4,"0","17","Transmission",-17,2.9553476624922,31.6879862552668,4.33795528055207,4.42686088986753
"grosjean","haas",4,"14","18","Brakes",-4,2.59098302193428,13.6818248937537,1.87298568193437,1.88686835362572
"kvyat","toro_rosso",4,"6","19","Collision",-13,2.27154087661232,17.6726762880319,2.41931686057878,2.46593745080847
"ricciardo","renault",4,"10","20","Collision",-10,1.99148273471456,17.8706346565456,2.44641654886776,2.48884071368911
"hamilton","mercedes",5,"2","1","Finished",1,24.2612263885053,115.323801575962,12.6298841457401,12.6267182150833
"bottas","mercedes",5,"1","2","Finished",-1,21.2700612052228,112.332636392679,12.302301554728,12.3054732605065
"max_verstappen","red_bull",5,"4","3","Finished",1,18.6476766025428,86.3411701378037,9.45580149930993,9.45206993894675
"vettel","ferrari",5,"3","4","Finished",-1,16.3486056442394,84.3255515035605,9.23505756367303,9.23634906853382
"leclerc","ferrari",5,"5","5","Finished",0,14.3329870099961,75.9796246425274,8.32103905315559,8.32348641325837
"gasly","red_bull",5,"6","6","Finished",0,12.5658738793486,44.2538601346153,4.84653747850854,4.83814394673572
"kevin_magnussen","haas",5,"8","7","Finished",1,11.0166280232844,38.5899163333705,4.22624094786923,4.21735304448419
"sainz","mclaren",5,"12","8","Finished",4,9.65838859825537,29.3237572938032,3.21144163023962,3.20060683704225
"kvyat","toro_rosso",5,"9","9","Finished",0,8.46760643254417,26.1402827205761,2.86279794618378,2.85486073627628
"grosjean","haas",5,"7","10","Finished",-3,7.42363573043798,21.1054606241917,2.3114007592825,2.30291011116936
"albon","toro_rosso",5,"11","11","Finished",0,6.5083761151706,33.2937114542599,3.64621797671169,3.64664162274743
"ricciardo","renault",5,"13","12","Finished",1,5.70595880436931,23.5765934609149,2.58203111494234,2.58016730691728
"hulkenberg","renault",5,"0","13","Finished",-13,5.00247147691252,25.3516469583402,2.77642914655948,2.77671035314786
"raikkonen","alfa",5,"14","14","Finished",0,4.3857170609365,40.9519758454584,4.48492595109784,4.49547011714722
"perez","racing_point",5,"15","15","Finished",0,3.84500226085464,38.4953719458091,4.21588675692848,4.22614834051186
"giovinazzi","alfa",5,"18","16","Finished",2,3.37095215686815,23.2752915981173,2.54903352408923,2.55249751018915
"russell","williams",5,"19","17","+1 Lap",2,2.9553476624922,17.3872564979378,1.90419525007226,1.90560750916752
"kubica","williams",5,"17","18","+1 Lap",-1,2.59098302193428,15.243582660655,1.66942712899794,1.67066539256077
"stroll","racing_point",5,"16","19","Collision",-3,2.27154087661232,29.2984296070065,3.2086678251313,3.25716601105659
"norris","mclaren",5,"10","20","Collision",-10,1.99148273471456,32.5126870386221,3.56068274677911,3.62192749362671
"hamilton","mercedes",6,"1","1","Finished",0,24.2612263885053,139.585027964467,12.7390783427442,12.736831140191
"vettel","ferrari",6,"4","2","Finished",2,21.2700612052228,105.595612708783,9.63707069851145,9.6290562659119
"bottas","mercedes",6,"2","3","Finished",-1,18.6476766025428,130.980312995222,11.9537782306283,11.9608121312259
"max_verstappen","red_bull",6,"3","4","Finished",-1,16.3486056442394,102.689775782043,9.37187259810769,9.37347654492447
"gasly","red_bull",6,"8","5","Finished",3,14.3329870099961,58.5868471446115,5.34686596774244,5.33669152732231
"sainz","mclaren",6,"9","6","Finished",3,12.5658738793486,41.8896311731517,3.82301240358875,3.81056429225782
"kvyat","toro_rosso",6,"7","7","Finished",0,11.0166280232844,37.1569107438605,3.39108573349921,3.38036123355476
"albon","toro_rosso",6,"10","8","Finished",2,9.65838859825537,42.9521000525152,3.91997748994733,3.91451077260333
"ricciardo","renault",6,"6","9","Finished",-3,8.46760643254417,32.0441998934591,2.92447964388592,2.91759339714655
"grosjean","haas",6,"13","10","Finished",3,7.42363573043798,28.5290963546297,2.60367747751458,2.59766213018768
"norris","mclaren",6,"12","11","Finished",1,6.5083761151706,39.0210631537927,3.56121561017185,3.56242984784095
"perez","racing_point",6,"16","12","+1 Lap",4,5.70595880436931,44.2013307501784,4.03398719398051,4.03783041691114
"hulkenberg","renault",6,"11","13","+1 Lap",-2,5.00247147691252,30.3541184352527,2.7702361665182,2.77036565025079
"kevin_magnussen","haas",6,"5","14","+1 Lap",-9,4.3857170609365,42.975633394307,3.92212523522578,3.92802979141094
"russell","williams",6,"19","15","+1 Lap",4,3.84500226085464,21.2322587587924,1.93773939559282,1.93709675786432
"stroll","racing_point",6,"17","16","+1 Lap",1,3.37095215686815,32.6693817638746,2.98153619888919,2.98704879513253
"raikkonen","alfa",6,"14","17","+1 Lap",-3,2.9553476624922,43.9073235079506,4.00715493735033,4.01692124094627
"kubica","williams",6,"20","18","+1 Lap",2,2.59098302193428,17.8345656825893,1.62765256956611,1.628512826026
"giovinazzi","alfa",6,"18","19","+2 Laps",-1,2.27154087661232,25.5468324747297,2.33150435294098,2.33592421608594
"leclerc","ferrari",6,"15","20","Collision",-5,1.99148273471456,77.9711073772419,7.11594975359433,7.23670341956073
"hamilton","mercedes",7,"2","1","Finished",1,24.2612263885053,163.846254352972,12.8170741977471,12.815469336596
"vettel","ferrari",7,"1","2","Finished",-1,21.2700612052228,126.865673914006,9.92422293768175,9.91831960424636
"leclerc","ferrari",7,"3","3","Finished",0,18.6476766025428,96.6187839797847,7.55812287595658,7.55169448682867
"bottas","mercedes",7,"6","4","Finished",2,16.3486056442394,147.328918639461,11.5249853536952,11.5337018892458
"max_verstappen","red_bull",7,"9","5","Finished",4,14.3329870099961,117.022762792039,9.15424914322258,9.15863369125662
"ricciardo","renault",7,"4","6","+1 Lap",-2,12.5658738793486,44.6100737728076,3.48967773337856,3.47823604665392
"hulkenberg","renault",7,"7","7","+1 Lap",0,11.0166280232844,41.3707464585371,3.23627738131222,3.226959146691
"gasly","red_bull",7,"5","8","+1 Lap",-3,9.65838859825537,68.2452357428668,5.33856726608288,5.33852975130767
"stroll","racing_point",7,"17","9","+1 Lap",8,8.46760643254417,41.1369881964188,3.2179913545627,3.2133725033741
"kvyat","toro_rosso",7,"10","10","+1 Lap",0,7.42363573043798,44.5805464742985,3.48736792423861,3.48522779042494
"sainz","mclaren",7,"11","11","+1 Lap",0,6.5083761151706,48.3980072883223,3.78599347838115,3.78648489465869
"perez","racing_point",7,"15","12","+1 Lap",3,5.70595880436931,49.9072895545477,3.90405893473196,3.90673436437555
"giovinazzi","alfa",7,"12","13","+1 Lap",-1,5.00247147691252,30.5493039516422,2.38975676913681,2.38868011807579
"grosjean","haas",7,"14","14","+1 Lap",0,4.3857170609365,32.9148134155662,2.57480164815657,2.57525885779719
"raikkonen","alfa",7,"16","15","+1 Lap",1,3.84500226085464,47.7523257688053,3.73548424961395,3.74111298944059
"russell","williams",7,"18","16","+2 Laps",2,3.37095215686815,24.6032109156606,1.92461634874794,1.92486595693026
"kevin_magnussen","haas",7,"0","17","+2 Laps",-17,2.9553476624922,45.9309810567992,3.59300732570963,3.59970777502366
"kubica","williams",7,"19","18","+3 Laps",1,2.59098302193428,20.4255487045235,1.59781359854337,1.60088352129164
"albon","toro_rosso",7,"13","19","Collision damage",-6,2.27154087661232,45.2236409291275,3.53767477669767,3.57535837628824
"norris","mclaren",7,"8","20","Suspension",-12,1.99148273471456,41.0125458885073,3.20825670240273,3.24367401694655
"hamilton","mercedes",8,"1","1","Finished",0,24.2612263885053,188.107480741478,12.8755710889993,12.8743690539512
"bottas","mercedes",8,"2","2","Finished",0,21.2700612052228,168.598979844684,11.5402542310712,11.5401231842347
"leclerc","ferrari",8,"3","3","Finished",0,18.6476766025428,115.266460582328,7.88975271772828,7.88299155311029
"max_verstappen","red_bull",8,"4","4","Finished",0,16.3486056442394,133.371368436279,9.12899651183182,9.12958925542032
"vettel","ferrari",8,"7","5","Finished",2,14.3329870099961,141.198660924002,9.66475862221053,9.66982984185125
"sainz","mclaren",8,"6","6","Finished",0,12.5658738793486,60.9638811676709,4.17285257737531,4.16512522372098
"raikkonen","alfa",8,"12","7","+1 Lap",5,11.0166280232844,58.7689537920897,4.02261430217175,4.01698427591713
"hulkenberg","renault",8,"13","8","+1 Lap",5,9.65838859825537,51.0291350567925,3.49283959066389,3.48752198178443
"norris","mclaren",8,"5","9","+1 Lap",-4,8.46760643254417,49.4801523210514,3.38681490067786,3.38395208300324
"gasly","red_bull",8,"9","10","+1 Lap",-1,7.42363573043798,75.6688714733048,5.1793789914069,5.18256200660491
"ricciardo","renault",8,"8","11","+1 Lap",-3,6.5083761151706,51.1184498879782,3.49895300759819,3.4985386683793
"perez","racing_point",8,"14","12","+1 Lap",2,5.70595880436931,55.613248358917,3.80661274029555,3.80861517277715
"stroll","racing_point",8,"17","13","+1 Lap",4,5.00247147691252,46.1394596733313,3.15815134353134,3.15925576672819
"kvyat","toro_rosso",8,"19","14","+1 Lap",5,4.3857170609365,48.966263535235,3.35164026770985,3.35431201816415
"albon","toro_rosso",8,"11","15","+1 Lap",-4,3.84500226085464,49.0686431899822,3.35864794500992,3.36298215363548
"giovinazzi","alfa",8,"10","16","+1 Lap",-6,3.37095215686815,33.9202561085103,2.32177193145453,2.32311009518696
"kevin_magnussen","haas",8,"15","17","+1 Lap",-2,2.9553476624922,48.8863287192914,3.34616889357252,3.35123967120154
"kubica","williams",8,"18","18","+2 Laps",0,2.59098302193428,23.0165317264578,1.57543437027632,1.57594335329663
"russell","williams",8,"20","19","+2 Laps",1,2.27154087661232,26.8747517922729,1.83952161730441,1.84122850409692
"grosjean","haas",8,"16","20","Retired",-4,1.99148273471456,34.9062961502807,2.3892643491105,2.40786379997917
"max_verstappen","red_bull",9,"2","1","Finished",1,24.2612263885053,157.632594824784,9.59078015804657,9.58155633999404
"leclerc","ferrari",9,"1","2","Finished",-1,21.2700612052228,136.53652178755,8.30723979050331,8.29875482575545
"bottas","mercedes",9,"3","3","Finished",0,18.6476766025428,187.246656447227,11.3925772731889,11.3955281914098
"vettel","ferrari",9,"9","4","Finished",5,16.3486056442394,157.547266568242,9.58558856330897,9.58727338887982
"hamilton","mercedes",9,"4","5","Finished",-1,14.3329870099961,202.440467751474,12.3170085695451,12.3281557792333
"norris","mclaren",9,"5","6","+1 Lap",-1,12.5658738793486,62.0460262004,3.7750428306397,3.76722101568697
"gasly","red_bull",9,"8","7","+1 Lap",1,11.0166280232844,86.6854994965892,5.2741729557035,5.27234073672153
"sainz","mclaren",9,"19","8","+1 Lap",11,9.65838859825537,70.6222697659263,4.29684396390311,4.29420958909947
"raikkonen","alfa",9,"6","9","+1 Lap",-3,8.46760643254417,67.2365602246338,4.09084852288642,4.08937123794704
"giovinazzi","alfa",9,"7","10","+1 Lap",-3,7.42363573043798,41.3438918389483,2.51547072447903,2.51162351189319
"perez","racing_point",9,"13","11","+1 Lap",2,6.5083761151706,62.1216244740876,3.77964242772222,3.78022188262332
"ricciardo","renault",9,"12","12","+1 Lap",0,5.70595880436931,56.8244086923475,3.45734593778069,3.45816979239266
"hulkenberg","renault",9,"15","13","+1 Lap",2,5.00247147691252,56.031606533705,3.40910977684699,3.41067802094573
"stroll","racing_point",9,"14","14","+1 Lap",0,4.3857170609365,50.5251767342678,3.07408415780658,3.07578758998501
"albon","toro_rosso",9,"18","15","+1 Lap",3,3.84500226085464,52.9136454508368,3.21940485369722,3.22227639969599
"grosjean","haas",9,"11","16","+1 Lap",-5,3.37095215686815,38.2772483071489,2.32888809561807,2.33046760970529
"kvyat","toro_rosso",9,"16","17","+1 Lap",-1,2.9553476624922,51.9216111977272,3.1590468900324,3.16295219259503
"russell","williams",9,"0","18","+2 Laps",-18,2.59098302193428,29.4657348142072,1.79277252342691,1.79374164304031
"kevin_magnussen","haas",9,"10","19","+2 Laps",-9,2.27154087661232,51.1578695959038,3.1125788495311,3.11735206596451
"kubica","williams",9,"17","20","+3 Laps",-3,1.99148273471456,25.0080144611724,1.52155313533317,1.52699215712952
"hamilton","mercedes",10,"2","1","Finished",1,24.2612263885053,226.701694139979,12.4138126453671,12.4120995080444
"bottas","mercedes",10,"1","2","Finished",-1,21.2700612052228,208.51671765245,11.4180331831404,11.4175830833058
"leclerc","ferrari",10,"3","3","Finished",0,18.6476766025428,155.184198390093,8.49763197246599,8.49365442953178
"gasly","red_bull",10,"5","4","Finished",1,16.3486056442394,103.034105140829,5.6419784693428,5.63458571469038
"max_verstappen","red_bull",10,"4","5","Finished",-1,14.3329870099961,171.96558183478,9.41655298363311,9.41985305076032
"sainz","mclaren",10,"13","6","Finished",7,12.5658738793486,83.1881436452749,4.55524619454624,4.55002546243731
"ricciardo","renault",10,"7","7","Finished",0,11.0166280232844,67.8410367156319,3.71486381101026,3.7097299306379
"raikkonen","alfa",10,"12","8","Finished",4,9.65838859825537,76.8949488228892,4.21064117621033,4.20821577744507
"kvyat","toro_rosso",10,"17","9","Finished",8,8.46760643254417,60.3892176302714,3.30681442988954,3.30393718514365
"hulkenberg","renault",10,"10","10","Finished",0,7.42363573043798,63.455242264143,3.47470490602979,3.47342436832811
"norris","mclaren",10,"8","11","Finished",-3,6.5083761151706,68.5544023155706,3.75392654028929,3.75419242979724
"albon","toro_rosso",10,"9","12","Finished",-3,5.70595880436931,58.6196042552062,3.20991330625157,3.21016056812046
"stroll","racing_point",10,"18","13","Finished",5,5.00247147691252,55.5276482111803,3.0406028686571,3.04130656308366
"russell","williams",10,"19","14","+1 Lap",5,4.3857170609365,33.8514518751437,1.85364993828507,1.85245177238018
"kubica","williams",10,"20","15","+1 Lap",5,3.84500226085464,28.853016722027,1.57994383411942,1.57888480057962
"vettel","ferrari",10,"6","16","+1 Lap",-10,3.37095215686815,160.91821872511,8.81161751374593,8.82713063124861
"perez","racing_point",10,"15","17","+1 Lap",-2,2.9553476624922,65.0769721365798,3.56350817181128,3.56784244602752
"giovinazzi","alfa",10,"11","18","Spun off",-7,2.59098302193428,43.9348748608826,2.40580162927182,2.41638381753396
"grosjean","haas",10,"14","19","Collision",-5,2.27154087661232,40.5487891837612,2.22038513577623,2.23139338316914
"kevin_magnussen","haas",10,"16","20","Collision",-4,1.99148273471456,53.1493523306183,2.91037129015679,2.93106936773756
"max_verstappen","red_bull",11,"2","1","Finished",1,24.2612263885053,196.226808223285,9.76823446946323,9.76126684108918
"vettel","ferrari",11,"20","2","Finished",18,21.2700612052228,182.188279930333,9.06939195546935,9.06454672898494
"kvyat","toro_rosso",11,"14","3","Finished",11,18.6476766025428,79.0368942328142,3.93448235536595,3.92187145196151
"stroll","racing_point",11,"15","4","Finished",11,16.3486056442394,71.8762538554197,3.57802334351523,3.56728900790659
"sainz","mclaren",11,"7","5","Finished",2,14.3329870099961,97.521130655271,4.85463366903404,4.8485415049021
"albon","toro_rosso",11,"16","6","Finished",10,12.5658738793486,71.1854781345547,3.54363630298637,3.53696678828905
"grosjean","haas",11,"6","7","Finished",-1,11.0166280232844,51.5654172070456,2.56694327525806,2.56023227741628
"kevin_magnussen","haas",11,"12","8","Finished",4,9.65838859825537,62.8077409288737,3.12658981433576,3.1226794054038
"hamilton","mercedes",11,"1","9","Finished",-8,8.46760643254417,235.169300572523,11.7068044311159,11.7209103326544
"kubica","williams",11,"18","10","Finished",8,7.42363573043798,36.276652452465,1.80586358271538,1.80132400707267
"russell","williams",11,"17","11","Finished",6,6.5083761151706,40.3598279903143,2.00912539181694,2.0059919194282
"raikkonen","alfa",11,"5","12","Finished",-7,5.70595880436931,82.6009076272585,4.11190010375855,4.11382641723228
"giovinazzi","alfa",11,"11","13","Finished",-2,5.00247147691252,48.9373463377951,2.43611705082091,2.43572238615517
"gasly","red_bull",11,"4","14","Collision",-10,4.3857170609365,107.419822201765,5.34739376049423,5.37611295591384
"bottas","mercedes",11,"3","15","Accident",-12,3.84500226085464,212.361719913304,10.5714356322363,10.6560503773432
"hulkenberg","renault",11,"9","16","Accident",-7,3.37095215686815,66.8261944210111,3.32662973890695,3.34130920184907
"leclerc","ferrari",11,"10","17","Accident",-7,2.9553476624922,158.139546052585,7.87223814484297,7.93437977331185
"norris","mclaren",11,"19","18","Power loss",1,2.59098302193428,71.1453853375049,3.54164047048181,3.56289566641335
"ricciardo","renault",11,"13","19","Exhaust",-6,2.27154087661232,70.1125775922443,3.49022696430021,3.51217726093398
"perez","racing_point",11,"8","20","Spun off",-12,1.99148273471456,67.0684548712944,3.33868954308188,3.36160483337645
"hamilton","mercedes",12,"3","1","Finished",2,24.2612263885053,259.430526961029,11.8383248391699,11.8359765490396
"max_verstappen","red_bull",12,"1","2","Finished",-1,21.2700612052228,217.496869428508,9.92480962806659,9.92153877232704
"vettel","ferrari",12,"5","3","Finished",2,18.6476766025428,200.835956532875,9.16453942669108,9.16253957273696
"leclerc","ferrari",12,"4","4","Finished",0,16.3486056442394,174.488151696825,7.96223730711409,7.96168015643805
"sainz","mclaren",12,"8","5","+1 Lap",3,14.3329870099961,111.854117665267,5.1041232311072,5.09901159658309
"gasly","red_bull",12,"6","6","+1 Lap",0,12.5658738793486,119.985696081114,5.47518313631424,5.47320173270624
"raikkonen","alfa",12,"10","7","+1 Lap",3,11.0166280232844,93.6175356505429,4.2719521509517,4.26878963627731
"bottas","mercedes",12,"2","8","+1 Lap",-6,9.65838859825537,222.02010851156,10.1312139175604,10.1417106467561
"norris","mclaren",12,"7","9","+1 Lap",-2,8.46760643254417,79.6129917700491,3.63289728865864,3.63149725621373
"albon","toro_rosso",12,"12","10","+1 Lap",2,7.42363573043798,78.6091138649927,3.58708836679376,3.58608593522366
"perez","racing_point",12,"16","11","+1 Lap",5,6.5083761151706,73.576830986465,3.35745540841969,3.35753839691883
"hulkenberg","renault",12,"11","12","+1 Lap",-1,5.70595880436931,72.5321532253804,3.30978470893476,3.31041519879305
"kevin_magnussen","haas",12,"14","13","+1 Lap",1,5.00247147691252,67.8102124057862,3.0943132686671,3.09488059140183
"ricciardo","renault",12,"20","14","+1 Lap",6,4.3857170609365,74.4982946531808,3.39950360660923,3.40175707969573
"kvyat","toro_rosso",12,"13","15","+2 Laps",-2,3.84500226085464,82.8818964936688,3.78206383601843,3.78485998833729
"russell","williams",12,"15","16","+2 Laps",-1,3.37095215686815,43.7307801471824,1.99552144813874,1.99573085756453
"stroll","racing_point",12,"18","17","+2 Laps",1,2.9553476624922,74.8316015179119,3.41471305394002,3.41776457301935
"giovinazzi","alfa",12,"17","18","+2 Laps",-1,2.59098302193428,51.5283293597294,2.35133894428642,2.35302661312379
"kubica","williams",12,"19","19","+3 Laps",0,2.27154087661232,38.5481933290773,1.75902982558908,1.76325924373744
"grosjean","haas",12,"9","20","Water pressure",-11,1.99148273471456,53.5568999417602,2.44390660696889,2.45553917401363
"leclerc","ferrari",13,"1","1","Finished",0,24.2612263885053,198.74937808533,8.37168438562567,8.36348430104191
"hamilton","mercedes",13,"3","2","Finished",1,21.2700612052228,280.700588166251,11.8236180340571,11.8238652043568
"bottas","mercedes",13,"4","3","Finished",1,18.6476766025428,240.667785114103,10.1373637400658,10.1374506781996
"vettel","ferrari",13,"2","4","Finished",-2,16.3486056442394,217.184562177115,9.14820778556842,9.14849442131179
