"driver_id","constructor_id","round","grid","position","status","as.numeric(Results_DF[, 4]) - as.numeric(Results_DF[, 3])","round_points","accumulated_points","PI","PI_adj"
"kevin_magnussen","haas",15,"18","15","Finished",3,3.84500226085464,80.1423087402989,2.93492065663528,2.93614604974327
"zhou","alfa",15,"14","16","Finished",-2,3.37095215686815,66.9560883991526,2.45202328232101,2.45289493659228
"ricciardo","mclaren",15,"17","17","Finished",0,2.9553476624922,86.9586246225342,3.18454344139621,3.18682617060462
"latifi","williams",15,"20","18","+1 Lap",2,2.59098302193428,50.2272617981975,1.83939083481423,1.84000802502007
"bottas","alfa",15,"16","19","Engine",-3,2.27154087661232,110.361369548625,4.04158388089897,4.0642377623504
"tsunoda","alphatauri",15,"9","20","Differential",-11,1.99148273471456,69.4836034959117,2.54458433258316,2.55499725805976
"max_verstappen","red_bull",16,"7","1","Finished",6,24.2612263885053,322.670380003155,11.3744334128948,11.3654385828684
"leclerc","ferrari",16,"1","2","Finished",-1,21.2700612052228,246.503923808187,8.68949442259346,8.68061647455501
"russell","mercedes",16,"2","3","Finished",-1,18.6476766025428,260.489093093599,9.18248475162033,9.17588610131132
"sainz","ferrari",16,"18","4","Finished",14,16.3486056442394,225.61706357885,7.95321301715204,7.94748928400205
"hamilton","mercedes",16,"19","5","Finished",14,14.3329870099961,231.484472192996,8.16004467175635,8.15588353295144
"perez","red_bull",16,"13","6","Finished",7,12.5658738793486,248.733206943265,8.76807874315669,8.76571369987528
"norris","mclaren",16,"3","7","Finished",-4,11.0166280232844,158.005678744433,5.56984831306869,5.56609287356911
"gasly","alphatauri",16,"5","8","Finished",-3,9.65838859825537,101.906214427265,3.59228960015411,3.58800252668923
"de_vries","williams",16,"8","9","Finished",-1,8.46760643254417,8.46760643254417,0.298491065503539,1.02703437397145
"zhou","alfa",16,"9","10","Finished",-1,7.42363573043798,74.3797241295906,2.62195500985632,2.61857380839104
"ocon","alpine",16,"14","11","Finished",3,6.5083761151706,147.651926895199,5.2048688532819,5.20416361582856
"mick_schumacher","haas",16,"17","12","Finished",5,5.70595880436931,77.7359558684113,2.74026532526577,2.73821447502742
"bottas","alfa",16,"15","13","+1 Lap",2,5.00247147691252,115.363841025538,4.06668355486468,4.06663463901439
"tsunoda","alphatauri",16,"20","14","+1 Lap",6,4.3857170609365,73.8693205568482,2.60396280539118,2.60298349444455
"latifi","williams",16,"10","15","+1 Lap",-5,3.84500226085464,54.0722640590521,1.9060980032259,1.90477620366178
"kevin_magnussen","haas",16,"16","16","+1 Lap",0,3.37095215686815,83.513260897167,2.94392074400895,2.94376525012364
"ricciardo","mclaren",16,"4","17","Oil leak",-13,2.9553476624922,89.9139722850264,3.16955182138164,3.17127925630393
"stroll","aston_martin",16,"12","18","Engine",-6,2.59098302193428,92.2528220608589,3.25199846875507,3.25503941610626
"alonso","alpine",16,"6","19","Water pressure",-13,2.27154087661232,135.69357913934,4.78332588340679,4.79330741552403
"vettel","aston_martin",16,"11","20","Engine",-9,1.99148273471456,88.4796760012377,3.11899153266174,3.1239272572818
"perez","red_bull",17,"2","1","Finished",1,24.2612263885053,272.99443333177,8.84215420138656,8.84062539135633
"leclerc","ferrari",17,"1","2","Finished",-1,21.2700612052228,267.77398501341,8.673066471399,8.67321747146212
"sainz","ferrari",17,"4","3","Finished",1,18.6476766025428,244.264740181393,7.91161369953892,7.91233121122819
"norris","mclaren",17,"6","4","Finished",2,16.3486056442394,174.354284388672,5.64724873478815,5.64562561756377
"ricciardo","mclaren",17,"16","5","Finished",11,14.3329870099961,104.246959295023,3.37650727109162,3.37240271079586
"stroll","aston_martin",17,"11","6","Finished",5,12.5658738793486,104.818695940208,3.39502553726141,3.39222581483831
"max_verstappen","red_bull",17,"8","7","Finished",1,11.0166280232844,333.68700802644,10.8079565724453,10.8191062126538
"vettel","aston_martin",17,"13","8","Finished",5,9.65838859825537,98.1380645994931,3.17864320390656,3.17754888497407
"hamilton","mercedes",17,"3","9","Finished",-6,8.46760643254417,239.95207862554,7.77192873223084,7.77960782824525
"gasly","alphatauri",17,"7","10","Finished",-3,7.42363573043798,109.329850157703,3.54113958336305,3.54207684222958
"bottas","alfa",17,"15","11","Finished",4,6.5083761151706,121.872217140709,3.94738062484003,3.94976570512351
"kevin_magnussen","haas",17,"9","12","Finished",-3,5.70595880436931,89.2192197015363,2.88976624431617,2.89084622443232
"mick_schumacher","haas",17,"12","13","+1 Lap",-1,5.00247147691252,82.7384273453238,2.67985659648406,2.68102375405493
"russell","mercedes",17,"0","14","+2 Laps",-14,4.3857170609365,264.874810154536,8.57916363665587,8.59109808594897
"tsunoda","alphatauri",17,"10","15","Accident",-5,3.84500226085464,77.7143228177028,2.51712834442801,2.52571385942967
"ocon","alpine",17,"17","16","Engine",1,3.37095215686815,151.022879052067,4.89155609591811,4.92281684790916
"albon","williams",17,"18","17","Collision damage",1,2.9553476624922,79.4184060169403,2.57232275347055,2.59505823281472
"alonso","alpine",17,"5","18","Engine",-13,2.59098302193428,138.284562161274,4.47896833418293,4.51040224231704
"latifi","williams",17,"19","19","Collision damage",0,2.27154087661232,56.3438049356645,1.82494787697201,1.83293070964099
"zhou","alfa",17,"14","20","Collision",-6,1.99148273471456,76.3712068643052,2.47362548532081,2.48812031762783
"max_verstappen","red_bull",18,"1","1","Finished",0,24.2612263885053,357.948234414945,10.9462936891755,10.943749939645
"perez","red_bull",18,"4","2","Finished",2,21.2700612052228,294.264494536993,8.99880281505923,8.99563926658517
"leclerc","ferrari",18,"2","3","Finished",-1,18.6476766025428,286.421661615953,8.75896379853452,8.75724887199307
"ocon","alpine",18,"5","4","Finished",1,16.3486056442394,167.371484696307,5.11833067056082,5.11442039410779
"hamilton","mercedes",18,"6","5","Finished",1,14.3329870099961,254.285065635537,7.77620544425187,7.77627349193174
"vettel","aston_martin",18,"9","6","Finished",3,12.5658738793486,110.703938478842,3.38539963779527,3.38124262273885
"alonso","alpine",18,"7","7","Finished",0,11.0166280232844,149.301190184558,4.56572911604053,4.56462257856606
"russell","mercedes",18,"8","8","Finished",0,9.65838859825537,274.533198752791,8.39540674334824,8.39932057020026
"latifi","williams",18,"20","9","Finished",11,8.46760643254417,64.8114113682086,1.98197581392164,1.97899491183603
"norris","mclaren",18,"10","10","Finished",0,7.42363573043798,181.77792011911,5.55888899154235,5.56062372406278
"ricciardo","mclaren",18,"11","11","Finished",0,6.5083761151706,110.755335410193,3.38697138994043,3.38668001635754
"stroll","aston_martin",18,"19","12","Finished",7,5.70595880436931,110.524654744577,3.37991702265635,3.38016319849999
"tsunoda","alphatauri",18,"13","13","Finished",0,5.00247147691252,82.7167942946153,2.52953426312016,2.52945785504635
"kevin_magnussen","haas",18,"18","14","Finished",4,4.3857170609365,93.6049367624728,2.86250085919112,2.86306776649594
"bottas","alfa",18,"12","15","Finished",-3,3.84500226085464,125.717219401563,3.84451569541967,3.84662069561375
"zhou","alfa",18,"14","16","Finished",-2,3.37095215686815,79.7421590211733,2.43856794958464,2.43955899694551
"mick_schumacher","haas",18,"15","17","Finished",-2,2.9553476624922,85.693775007816,2.62057230175435,2.62178133080036
"gasly","alphatauri",18,"17","18","Finished",-1,2.59098302193428,111.920833179637,3.42261308237472,3.42500235757181
"sainz","ferrari",18,"3","19","Accident",-16,2.27154087661232,246.536281058005,7.53924248825783,7.57655136055486
"albon","williams",18,"16","20","Hydraulics",-4,1.99148273471456,81.4098887516548,2.48956822747079,2.50011722800519
"max_verstappen","red_bull",19,"2","1","Finished",1,24.2612263885053,382.20946080345,11.0699967619423,11.0674718254964
"hamilton","mercedes",19,"3","2","Finished",1,21.2700612052228,275.555126840759,7.9809493868925,7.97685586899328
"leclerc","ferrari",19,"12","3","Finished",9,18.6476766025428,305.069338218496,8.83577444458733,8.83420393313544
"perez","red_bull",19,"9","4","Finished",5,16.3486056442394,310.613100181232,8.99633935275958,8.99632535103609
"russell","mercedes",19,"4","5","Finished",-1,14.3329870099961,288.866185762787,8.36647982053251,8.36713663552587
"norris","mclaren",19,"6","6","Finished",0,12.5658738793486,194.343793998459,5.6288119235564,5.62744815956653
"alonso","alpine",19,"14","7","Finished",7,11.0166280232844,160.317818207843,4.64331187593265,4.64173808998532
"vettel","aston_martin",19,"10","8","Finished",2,9.65838859825537,120.362327077097,3.48607428032372,3.48397764717202
"kevin_magnussen","haas",19,"13","9","Finished",4,8.46760643254417,102.072543195017,2.95634420005402,2.95447867138286
"tsunoda","alphatauri",19,"19","10","Finished",9,7.42363573043798,90.1404300250533,2.61075240366844,2.609126512696
"ocon","alpine",19,"0","11","Finished",-11,6.5083761151706,173.879860811477,5.03611159206725,5.03767776810806
"zhou","alfa",19,"18","12","Finished",6,5.70595880436931,85.4481178255426,2.47484817789283,2.47414239427389
"albon","williams",19,"8","13","Finished",-5,5.00247147691252,86.4123602285673,2.50277569244669,2.50272252315786
"gasly","alphatauri",19,"11","14","Finished",-3,4.3857170609365,116.306550240574,3.36860613510017,3.36973405954961
"mick_schumacher","haas",19,"16","15","Finished",1,3.84500226085464,89.5387772686707,2.59332663390605,2.59389572784393
"ricciardo","mclaren",19,"15","16","Finished",-1,3.37095215686815,114.126287567061,3.30545882135961,3.30708324525957
"latifi","williams",19,"17","17","Finished",0,2.9553476624922,67.7667590307008,1.96274001554074,1.96306511346665
"stroll","aston_martin",19,"5","18","Collision",-13,2.59098302193428,113.115637766511,3.27618720156237,3.28658480125613
"bottas","alfa",19,"7","19","Spun off",-12,2.27154087661232,127.988760278175,3.70695994512029,3.72092602016963
"sainz","ferrari",19,"1","20","Collision damage",-19,1.99148273471456,248.527763792719,7.19815133475454,7.23599133733457
"max_verstappen","red_bull",20,"1","1","Finished",0,24.2612263885053,406.470687191956,11.1812712403604,11.1789952520632
"hamilton","mercedes",20,"3","2","Finished",1,21.2700612052228,296.825188045982,8.16512246292874,8.16135713105003
"perez","red_bull",20,"4","3","Finished",1,18.6476766025428,329.260776783775,9.0573666688357,9.05614584247971
"russell","mercedes",20,"2","4","Finished",-2,16.3486056442394,305.214791407027,8.39590523210436,8.39532986017279
"sainz","ferrari",20,"5","5","Finished",0,14.3329870099961,262.860750802716,7.23082240806693,7.23092578665228
"leclerc","ferrari",20,"7","6","Finished",1,12.5658738793486,317.635212097844,8.73756847385698,8.73950118304255
"ricciardo","mclaren",20,"11","7","+1 Lap",4,11.0166280232844,125.142915590346,3.44245459049397,3.43974716358928
"ocon","alpine",20,"10","8","+1 Lap",2,9.65838859825537,183.538249409733,5.04880429092786,5.04858176047147
"norris","mclaren",20,"8","9","+1 Lap",-1,8.46760643254417,202.811400431003,5.57897371277227,5.57994320170815
"bottas","alfa",20,"6","10","+1 Lap",-4,7.42363573043798,135.412396008613,3.72494936729443,3.72486890035194
"gasly","alphatauri",20,"14","11","+1 Lap",3,6.5083761151706,122.814926355744,3.37841582977412,3.37824219436963
"albon","williams",20,"17","12","+1 Lap",5,5.70595880436931,92.1183190329366,2.5340078479679,2.5333821414717
"zhou","alfa",20,"12","13","+1 Lap",-1,5.00247147691252,90.4505893024552,2.48813162845267,2.48785184376909
"vettel","aston_martin",20,"16","14","+1 Lap",2,4.3857170609365,124.748044138034,3.43159239316339,3.43264009824356
"stroll","aston_martin",20,"20","15","+1 Lap",5,3.84500226085464,116.960640027366,3.21737503293698,3.21875922830336
"mick_schumacher","haas",20,"15","16","+1 Lap",-1,3.37095215686815,92.9097294255388,2.55577811219841,2.55654046451132
"kevin_magnussen","haas",20,"19","17","+1 Lap",2,2.9553476624922,105.027890857509,2.88912675005811,2.89043378848461
"latifi","williams",20,"18","18","+2 Laps",0,2.59098302193428,70.3577420526351,1.93541385034319,1.93596687560566
"alonso","alpine",20,"9","19","Engine",-10,2.27154087661232,162.589359084455,4.47253832073043,4.48945829765592
"tsunoda","alphatauri",20,"13","20","Collision damage",-7,1.99148273471456,92.1319127597679,2.53438178673312,2.54185625932941
"russell","mercedes",21,"1","1","Finished",0,24.2612263885053,329.476017795532,8.62976614194617,8.62507741631071
"hamilton","mercedes",21,"2","2","Finished",0,21.2700612052228,318.095249251205,8.33167655196543,8.32827016354712
"sainz","ferrari",21,"7","3","Finished",4,18.6476766025428,281.508427405258,7.3733800467445,7.37053096154266
"leclerc","ferrari",21,"5","4","Finished",1,16.3486056442394,333.983817742083,8.74783622065387,8.74766951990164
"alonso","alpine",21,"17","5","Finished",12,14.3329870099961,176.922346094451,4.63402004884947,4.63112881382559
"max_verstappen","red_bull",21,"3","6","Finished",-3,12.5658738793486,419.036561071304,10.9755713061181,10.979639785037
"perez","red_bull",21,"4","7","Finished",-3,11.0166280232844,340.277404807059,8.9126803417165,8.91554965173176
"ocon","alpine",21,"16","8","Finished",8,9.65838859825537,193.196638007988,5.06028273794978,5.06004871840021
"bottas","alfa",21,"14","9","Finished",5,8.46760643254417,143.880002441158,3.76856191803431,3.76768805768066
"stroll","aston_martin",21,"15","10","Finished",5,7.42363573043798,124.384275757804,3.25792213559936,3.25713887745344
"vettel","aston_martin",21,"9","11","Finished",-2,6.5083761151706,131.256420253204,3.43792006165713,3.43781446238885
"zhou","alfa",21,"13","12","Finished",1,5.70595880436931,96.1565481068245,2.51857033094791,2.51795596120433
"mick_schumacher","haas",21,"12","13","Finished",-1,5.00247147691252,97.9122009024513,2.56455508320419,2.56439479083033
"gasly","alphatauri",21,"10","14","Finished",-4,4.3857170609365,127.200643416681,3.33168955098961,3.33262060385721
"albon","williams",21,"19","15","Finished",4,3.84500226085464,95.9633212937913,2.51350925785377,2.51390671552613
"latifi","williams",21,"18","16","Finished",2,3.37095215686815,73.7286942095032,1.93113111308128,1.93122782833177
"tsunoda","alphatauri",21,"0","17","+1 Lap",-17,2.9553476624922,95.0872604222601,2.49056312508815,2.49158898777297
"norris","mclaren",21,"6","18","Gearbox",-12,2.59098302193428,205.402383452937,5.3799804491301,5.39997672438791
"kevin_magnussen","haas",21,"8","19","Collision",-11,2.27154087661232,107.299431734122,2.81042914511559,2.81842960945249
"ricciardo","mclaren",21,"11","20","Collision",-9,1.99148273471456,127.13439832506,3.32995443335476,3.34093370637821
"max_verstappen","red_bull",22,"1","1","Finished",0,24.2612263885053,443.29778745981,11.0809970534718,11.0789699081031
"leclerc","ferrari",22,"3","2","Finished",1,21.2700612052228,355.253878947306,8.88018685680095,8.87753651006296
"perez","red_bull",22,"2","3","Finished",-1,18.6476766025428,358.925081409602,8.9719549296815,8.97082682412251
"sainz","ferrari",22,"4","4","Finished",0,16.3486056442394,297.857033049498,7.44545314446575,7.44395470080729
"russell","mercedes",22,"6","5","Finished",1,14.3329870099961,343.809004805528,8.59410237763152,8.5947218784051
"norris","mclaren",22,"7","6","Finished",1,12.5658738793486,217.968257332286,5.44849463627975,5.44752427804191
"ocon","alpine",22,"8","7","Finished",1,11.0166280232844,204.213266031272,5.10466477204682,5.10377245097389
"stroll","aston_martin",22,"14","8","Finished",6,9.65838859825537,134.042664356059,3.3506288792467,3.34875907921084
"ricciardo","mclaren",22,"13","9","Finished",4,8.46760643254417,135.602004757604,3.38960729710414,3.38863382528962
"vettel","aston_martin",22,"9","10","Finished",-1,7.42363573043798,138.680055983642,3.4665485260726,3.46597384479893
"tsunoda","alphatauri",22,"11","11","Finished",0,6.5083761151706,101.595636537431,2.53955914277811,2.538599739678
"zhou","alfa",22,"15","12","+1 Lap",3,5.70595880436931,101.862506911194,2.54623003063043,2.54566454924191
"albon","williams",22,"19","13","+1 Lap",6,5.00247147691252,100.965792770704,2.52381510542741,2.52361693762938
"gasly","alphatauri",22,"17","14","+1 Lap",3,4.3857170609365,131.586360477617,3.28922930359033,3.29009712959566
"bottas","alfa",22,"18","15","+1 Lap",3,3.84500226085464,147.725004702012,3.69264270685204,3.69414361386861
"mick_schumacher","haas",22,"12","16","+1 Lap",-4,3.37095215686815,101.283153059319,2.53174807627121,2.53240101056239
"kevin_magnussen","haas",22,"16","17","+1 Lap",-1,2.9553476624922,110.254779396614,2.75600943696528,2.75725784041502
"hamilton","mercedes",22,"5","18","Hydraulics",-13,2.59098302193428,320.686232273139,8.01610857403572,8.04732473298686
"latifi","williams",22,"20","19","Collision damage",1,2.27154087661232,76.0002350861156,1.89975769082485,1.90290470457554
"alonso","alpine",22,"10","20","Water leak",-10,1.99148273471456,178.913828829166,4.47226145982308,4.48814819522333
